,ID,Gene,VF,Source_Organism
20639,>VFG031419(gb|YP_005359663),(ctpV) metal cation transporter P-type ATPase CtpV,Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272),Mycobacterium tuberculosis RGTB327
20640,>VFG031429(gb|WP_011738615),(ompA) OmpA family protein,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium ulcerans Agy99
20641,>VFG031433(gb|WP_014000491),(ompA) peptidoglycan-binding protein ArfA,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140010059
20642,>VFG031434(gb|WP_012396179),(ompA) OmpA family protein,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium marinum M
20643,>VFG031435(gb|WP_158019550),(ompA) OmpA family protein,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium sp. JDM601
20644,>VFG031438(gb|WP_015302712),(ompA) peptidoglycan-binding protein ArfA,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070008
20645,>VFG031439(gb|WP_015289379),(ompA) peptidoglycan-binding protein ArfA,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070010
20646,>VFG031440(gb|WP_015292520),(ompA) peptidoglycan-binding protein ArfA,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium canettii CIPT 140070017
20647,>VFG031441(gb|WP_015357089),(ompA) OmpA family protein,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium liflandii 128FXT
20648,>VFG031450(gb|YP_007957052),(ompA) outer membrane protein A ompA,Pore-forming protein (VF0850) - Stress survival (VFC0282),Mycobacterium tuberculosis str. Haarlem/NITR202
20649,>VFG031457(gb|NP_216961),(ndk) nucleoside diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium tuberculosis H37Rv
20650,>VFG031459(gb|WP_010908355),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium leprae TN
20651,>VFG031461(gb|WP_003875860),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium avium subsp. paratuberculosis K-10
20652,>VFG031462(gb|WP_011724307),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium avium 104
20653,>VFG031464(gb|WP_011893513),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium gilvum PYR-GCK
20654,>VFG031465(gb|WP_011729972),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium smegmatis str. MC2 155
20655,>VFG031466(gb|WP_041309748),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium sp. JLS
20656,>VFG031470(gb|WP_011741443),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium ulcerans Agy99
20657,>VFG031471(gb|WP_011781105),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium vanbaalenii PYR-1
20658,>VFG031473(gb|YP_001702345),(ndk) Probable nucleoside diphosphate kinase (NDK),Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium abscessus ATCC 19977
20659,>VFG031478(gb|WP_012395377),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium marinum M
20660,>VFG031479(gb|WP_041319710),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium sp. JDM601
20661,>VFG031482(gb|WP_014382181),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium indicus pranii MTCC 9506
20662,>VFG031486(gb|WP_009955946),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium intracellulare ATCC 13950
20663,>VFG031487(gb|WP_005060204),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium abscessus subsp. bolletii 50594
20664,>VFG031490(gb|WP_003412592),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070010
20665,>VFG031491(gb|WP_015293694),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070017
20666,>VFG031493(gb|WP_005060204),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium abscessus subsp. bolletii str. GO 06
20667,>VFG031508(gb|WP_008255201),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium yongonense 05-1390
20668,>VFG031510(gb|WP_041312469),(ndk) nucleoside-diphosphate kinase,Nucleoside diphosphate kinase (VF0851) - Immune modulation (VFC0258),Mycobacterium smegmatis JS623
20669,>VFG031511(gb|NP_216750),(ptpA) protein-tyrosine-phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium tuberculosis H37Rv
20670,>VFG031514(gb|WP_003878184),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium avium subsp. paratuberculosis K-10
20671,>VFG031515(gb|WP_009976459),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium avium 104
20672,>VFG031517(gb|WP_011893767),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium gilvum PYR-GCK
20673,>VFG031518(gb|WP_175048373),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium smegmatis str. MC2 155
20674,>VFG031519(gb|WP_011560730),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium sp. JLS
20675,>VFG031523(gb|WP_011739498),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium ulcerans Agy99
20676,>VFG031524(gb|WP_011780814),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium vanbaalenii PYR-1
20677,>VFG031526(gb|YP_001702637),(ptpA) Putative low molecular weight protein tyrosine phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium abscessus ATCC 19977
20678,>VFG031529(gb|WP_003411510),(ptpA) protein-tyrosine-phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140010059
20679,>VFG031530(gb|WP_012394962),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium marinum M
20680,>VFG031531(gb|WP_013828598),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium sp. JDM601
20681,>VFG031533(gb|WP_013471415),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium gilvum Spyr1
20682,>VFG031534(gb|WP_008255927),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium indicus pranii MTCC 9506
20683,>VFG031536(gb|WP_014379928),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium intracellulare MOTT-02
20684,>VFG031537(gb|WP_009956024),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium intracellulare MOTT-64
20685,>VFG031539(gb|WP_005060635),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium abscessus subsp. bolletii 50594
20686,>VFG031540(gb|WP_015288274),(ptpA) protein-tyrosine-phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140060008
20687,>VFG031542(gb|WP_015290518),(ptpA) protein-tyrosine-phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070010
20688,>VFG031544(gb|WP_012394962),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium liflandii 128FXT
20689,>VFG031545(gb|WP_005060635),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium abscessus subsp. bolletii str. GO 06
20690,>VFG031548(gb|WP_015575173),(ptpA) protein-tyrosine-phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium tuberculosis str. Beijing/NITR203
20691,>VFG031549(gb|YP_007962128),(ptpA) protein tyrosine phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium tuberculosis CAS/NITR204
20692,>VFG031554(gb|YP_007958282),(ptpA) protein tyrosine phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium tuberculosis str. Haarlem/NITR202
20693,>VFG031563(gb|WP_015307799),(ptpA) low molecular weight phosphotyrosine protein phosphatase,Tyrosine phosphatase (VF0852) - Immune modulation (VFC0258),Mycobacterium smegmatis JS623
20694,>VFG031564(gb|YP_177826),(PE_PGRS30) PE-PGRS family protein PE_PGRS30,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis H37Rv
20695,>VFG031565(gb|WP_010924423),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis CDC1551
20696,>VFG031566(gb|WP_010950570),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium bovis AF2122/97
20697,>VFG031569,(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis F11
20698,>VFG031570(gb|WP_013988862),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium africanum GM041182
20699,>VFG031572(gb|WP_014000865),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140010059
20700,>VFG031573(gb|WP_009938404),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis KZN 1435
20701,>VFG031574(gb|WP_015288121),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140060008
20702,>VFG031575(gb|WP_015303130),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070008
20703,>VFG031576(gb|WP_015290025),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070010
20704,>VFG031577(gb|WP_015293093),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium canettii CIPT 140070017
20705,>VFG031580(gb|WP_015575093),(PE_PGRS30) PE family protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis str. Beijing/NITR203
20706,>VFG031581(gb|YP_007961550),(PE_PGRS30) PE-PGRS family protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis CAS/NITR204
20707,>VFG031582,(PE_PGRS30) PE family protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis CCDC5079
20708,>VFG031583(gb|WP_014584767),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis CCDC5180
20709,>VFG031585(gb|WP_015345083),(PE_PGRS30) PE domain-containing protein,PE/PE-PGRS (VF0316) - Immune modulation (VFC0258),Mycobacterium tuberculosis str. Erdman (ATCC 35801)
20710,>VFG031590(gb|NP_217931),(sigD) ECF RNA polymerase sigma factor SigD,Sigma D (VF0854) - Regulation (VFC0301),Mycobacterium tuberculosis H37Rv
20711,>VFG031591(gb|NP_215249),(sigL) ECF RNA polymerase sigma factor SigL,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium tuberculosis H37Rv
20712,>VFG031594(gb|WP_009979039),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium avium subsp. paratuberculosis K-10
20713,>VFG031595(gb|WP_009979039),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium avium 104
20714,>VFG031597(gb|WP_011895847),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium gilvum PYR-GCK
20715,>VFG031598(gb|WP_003892873),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium smegmatis str. MC2 155
20716,>VFG031599(gb|WP_011854827),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium sp. JLS
20717,>VFG031600(gb|WP_011558464),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium sp. KMS
20718,>VFG031603(gb|WP_011739094),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium ulcerans Agy99
20719,>VFG031604(gb|WP_011778613),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium vanbaalenii PYR-1
20720,>VFG031606(gb|YP_001702898),"(sigL) Probable RNA polymerase sigma-70 factor, ECF subfamily",Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium abscessus ATCC 19977
20721,>VFG031609(gb|WP_003403731),(sigL) sigma-70 family RNA polymerase sigma factor SigL,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium canettii CIPT 140010059
20722,>VFG031610(gb|WP_012392967),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium marinum M
20723,>VFG031611(gb|WP_013828702),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium sp. JDM601
20724,>VFG031613(gb|WP_013472698),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium gilvum Spyr1
20725,>VFG031614(gb|WP_026071196),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium indicus pranii MTCC 9506
20726,>VFG031615(gb|WP_026071196),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium intracellulare str. MOTT36Y
20727,>VFG031616(gb|WP_026071196),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium intracellulare MOTT-02
20728,>VFG031619(gb|WP_016342497),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium abscessus subsp. bolletii 50594
20729,>VFG031622(gb|WP_015289247),(sigL) sigma-70 family RNA polymerase sigma factor SigL,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium canettii CIPT 140070010
20730,>VFG031623(gb|WP_015292393),(sigL) sigma-70 family RNA polymerase sigma factor SigL,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium canettii CIPT 140070017
20731,>VFG031624(gb|WP_012392967),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium liflandii 128FXT
20732,>VFG031633(gb|YP_007956905),(sigL) RNA polymerase sigma factor SigL,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium tuberculosis str. Haarlem/NITR202
20733,>VFG031640(gb|WP_026071196),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium yongonense 05-1390
20734,>VFG031642(gb|WP_015305063),(sigL) sigma-70 family RNA polymerase sigma factor,Sigma L (VF0855) - Regulation (VFC0301),Mycobacterium smegmatis JS623
20735,>VFG031643(gb|NP_214862),(mosR) transcriptional regulator,MosR (VF0856) - Regulation (VFC0301),Mycobacterium tuberculosis H37Rv
20736,>VFG031662(gb|YP_007956542),(mosR) hypothetical protein,MosR (VF0856) - Regulation (VFC0301),Mycobacterium tuberculosis str. Haarlem/NITR202
20737,>VFG031666(gb|YP_005921689),(mosR) transcriptional regulator,MosR (VF0856) - Regulation (VFC0301),Mycobacterium tuberculosis RGTB423
20738,>VFG031669(gb|NP_215004),(senX3) two component sensor histidine kinase SenX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium tuberculosis H37Rv
20739,>VFG031671(gb|WP_010908900),(senX3) sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium leprae TN
20740,>VFG031673(gb|WP_010950191),(senX3) two-component sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium avium subsp. paratuberculosis K-10
20741,>VFG031674(gb|WP_085989560),(senX3) two-component sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium avium 104
20742,>VFG031675(gb|WP_011799109),(senX3) two-component system sensor histidine kinase SenX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium bovis BCG str. Pasteur 1173P2
20743,>VFG031676(gb|WP_011891086),(senX3) two-component sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium gilvum PYR-GCK
20744,>VFG031677(gb|WP_014876913),(senX3) two-component system sensor histidine kinase SenX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium smegmatis str. MC2 155
20745,>VFG031678(gb|WP_011854538),(senX3) histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium sp. JLS
20746,>VFG031679(gb|WP_011558086),(senX3) histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium sp. KMS
20747,>VFG031682(gb|WP_094987106),(senX3) two-component sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium ulcerans Agy99
20748,>VFG031683(gb|WP_011778104),(senX3) two-component sensor histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium vanbaalenii PYR-1
20749,>VFG031685(gb|YP_001704776),(senX3) Sensor-like histidine kinase senX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium abscessus ATCC 19977
20750,>VFG031686(gb|WP_003910136),(senX3) two-component system sensor histidine kinase SenX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium africanum GM041182
20751,>VFG031688(gb|WP_003402390),(senX3) two-component system sensor histidine kinase SenX3,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium canettii CIPT 140010059
20752,>VFG031690(gb|WP_012392756),(senX3) histidine kinase,SenX3 (VF0857) - Regulation (VFC0301),Mycobacterium marinum M
